"datafile","clt","strata","weight","fpop","xi","sm_xi","yi","D1filter","T1filter","D2filter","T2filter","nomb","gptyp","CL","Y_cl","fsize","ffont","hgt","wdh","tabxfilter","tabyfilter","labx","laby","H_col","sdonut","flip","col_ramp","col_revert","smult","sort"
"dataset_splitted.csv -/- 56894821 -/- application/vnd.ms-excel -/- C:\Users\Oliv\AppData\Local\Temp\Rtmp0OlxHn/c205dc594a4f8d70ce4f79f7/0.csv","None","None","weights","None","fre_enough_food","","crisis","None","None","None","None","no","Heat map","0.95","FALSE","6","Abel","300","1200","None","None","","","#F15B55","0","TRUE","REACH red","FALSE","FALSE","FALSE"
