"datafile","clt","strata","weight","fpop","xi","sm_xi","yi","D1filter","T1filter","D2filter","T2filter","nomb","gptyp","CL","Y_cl","fsize","ffont","hgt","wdh","tabxfilter","tabyfilter","labx","laby","H_col","sdonut","flip","col_ramp","col_revert","smult","sort"
"REACH_AFG_ERM11_HEAT_Cleaned_Data.csv -/- 367091 -/- application/vnd.ms-excel -/- C:\Users\Oliv\AppData\Local\Temp\RtmpAPe27b/e3ae8fd5d0c39b7ef53dc8f6/0.csv","None","None","None","None","calc_seek_employment","","district","None","None","None","None","no","Heat map","0.95","FALSE","6","Abel","150","800","None","None","","","#F15B55","0","FALSE","Spectral","FALSE","FALSE","TRUE"
