"datafile","clt","strata","weight","fpop","xi","sm_xi","yi","D1filter","T1filter","D2filter","T2filter","nomb","gptyp","CL","Y_cl","fsize","ffont","hgt","wdh","tabxfilter","tabyfilter","labx","laby","H_col","sdonut","flip","col_ramp","col_revert","smult","sort"
"dataset_splitted.csv -/- 32812491 -/- application/vnd.ms-excel -/- C:\Users\Oliv\AppData\Local\Temp\RtmpMde9uD/9b31ed02d3b6a50d25e5cc24/0.csv","None","None","weights","None","lack_enclosure_._none","","crisis","None","None","None","None","no","Bar chart","0.95","TRUE","6","Abel","550","1100","None","None","","","#F15B55","0","TRUE","REACH blue","TRUE","FALSE","FALSE"
