"datafile","clt","strata","weight","fpop","xi","sm_xi","yi","D1filter","T1filter","D2filter","T2filter","nomb","gptyp","CL","Y_cl","fsize","ffont","hgt","wdh","tabxfilter","tabyfilter","labx","laby","H_col","sdonut","flip","col_ramp","col_revert","smult","sort"
"dataset_splitted.csv -/- 29276220 -/- application/vnd.ms-excel -/- C:\Users\Oliv\AppData\Local\Temp\RtmpMde9uD/343568da43ef552b139549e3/0.csv","None","None","weights","None","night_day_nofood","","crisis","None","None","None","None","no","Bar chart","0.95","TRUE","6","Abel","850","900","None","None","","","#A7A9AC","0","TRUE","REACH red","FALSE","FALSE","FALSE"
