"datafile","clt","strata","weight","fpop","xi","sm_xi","yi","D1filter","T1filter","D2filter","T2filter","nomb","gptyp","CL","Y_cl","fsize","ffont","hgt","wdh","tabxfilter","tabyfilter","labx","laby","H_col","sdonut","flip","col_ramp","col_revert","smult","sort"
"dataset_splitted.csv -/- 56909037 -/- application/vnd.ms-excel -/- C:\Users\Oliv\AppData\Local\Temp\Rtmp0OlxHn/ff238b4ba082c30b93a6bd3c/0.csv","None","None","None","None","enough_food","","crisis","None","None","None","None","no","Heat map","0.95","FALSE","6","Abel","200","750","None","None","","","#F15B55","0","TRUE","REACH red","FALSE","FALSE","FALSE"
